ResumeID,Age,EducationLevel,FieldOfStudy,Domain,JobAppliedFor,SkillsListed,JobPostingSkillsRequired,ExperienceYears,Certifications,Shortlisted,Hired,AI_MatchScore,TopSkillGap,ResumeStyle,GenZ_Trait_Tags
R464,24,Bachelor's,Business,Finance,Financial Analyst,"Excel, SQL, Tableau, Finance Modelling, Python","Excel, SQL, Tableau, Finance Modelling, Python",2.1,"Meta Ads, Coursera SQL",0,0,63,None,Minimalist,"Side Hustler, Curious"
R465,25,Master's,Life Sciences,Healthcare,Clinical Researcher,"Medical Writing, Illustrator, Literature Review, Excel, Canva","Excel, Canva, Illustrator, Literature Review, Medical Writing",1.2,"None, Meta Ads",0,0,85,None,Infographic,"Curious, Data-curious"
R466,23,Bachelor's,Business,Design,UX Designer,"Tailwind, CSS, Tableau, Excel, Google Ads","Tailwind, Tableau, Excel, CSS, Google Ads",1.4,"Google UX Cert, Meta Ads",0,0,81,None,Minimalist,"Side Hustler, Trend-savvy"
R467,23,Bachelor's,Finance,Finance,Financial Analyst,"Tableau, Excel","Excel, SQL, Tableau, Finance Modelling, Python",1.2,"Meta Ads, Google Data Analytics",0,0,56,SQL,Minimalist,"Remote-ready, Multi-tasker"
R468,26,Bachelor's,Business,Finance,Investment Associate,"Tableau, GitHub, HTML, Photoshop","SQL, GitHub, Photoshop, HTML, Tableau",2.3,"None, Coursera SQL",1,1,68,SQL,Minimalist,"Fast Learner, Trend-savvy"
R469,21,Bachelor's,Business,Technology,Backend Developer,"Canva, JavaScript","Clinical Trials, GitHub, Excel, JavaScript, Canva",1.4,"Google UX Cert, Google Data Analytics",0,0,74,Clinical Trials,Visual,"Multi-tasker, Curious"
R470,24,Master's,Business,Technology,DevOps Engineer,"Webflow, Excel, Canva, Clinical Trials, CSS","Canva, Excel, Clinical Trials, Webflow, CSS",2.0,"Coursera SQL, Google UX Cert",0,0,79,None,Visual,"Data-curious, Trend-savvy"
R471,24,Master's,Life Sciences,Business,Sales Associate,"Canva, JavaScript, PubMed","JavaScript, React, PubMed, SQL, Canva",0.6,"Google Data Analytics, Google UX Cert",1,0,69,SQL,Visual,"Curious, Remote-ready"
R472,22,Master's,Life Sciences,Finance,Financial Analyst,"Excel, Finance Modelling, SQL","Excel, SQL, Tableau, Finance Modelling, Python",1.6,"None, Meta Ads",1,1,55,Tableau,Infographic,"Multi-tasker, Curious"
R473,26,Bachelor's,Design,Finance,Investment Associate,"Figma, Canva, Clinical Trials","Clinical Trials, Canva, Figma, PubMed, Excel",0.6,"Google UX Cert, Google Data Analytics",0,1,66,PubMed,ATS-friendly,"Data-curious, Digital Native"
R474,24,Master's,Computer Science,Finance,Financial Analyst,"Excel, SQL, Python, Finance Modelling, Tableau","Excel, SQL, Tableau, Finance Modelling, Python",2.9,"Coursera SQL, Meta Ads",1,0,77,None,Minimalist,"Fast Learner, Side Hustler"
R475,21,Bachelor's,Business,Design,UX Designer,"Figma, SQL, Python","Google Ads, SQL, Figma, Python, Clinical Trials",2.5,"Coursera SQL, Meta Ads",1,1,89,Clinical Trials,Visual,"Fast Learner, Trend-savvy"
R476,24,Bachelor's,Business,Finance,Investment Associate,"HTML, Tailwind, Research","Tailwind, HTML, Photoshop, Clinical Trials, Research",2.6,"Google UX Cert, Coursera SQL",0,0,65,Clinical Trials,Infographic,"Fast Learner, Data-curious"
R477,25,Master's,Life Sciences,Design,UX Designer,"Canva, GitHub, Excel, Canva, Photoshop","Photoshop, Excel, GitHub, Canva, Canva",1.9,"Google Data Analytics, Google UX Cert",1,1,70,None,ATS-friendly,"Digital Native, Fast Learner"
R478,21,Master's,Finance,Healthcare,Medical Writer,"PubMed, Clinical Trials, Medical Writing, Literature Review, Research","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.6,"Coursera SQL, Google Data Analytics",1,1,67,None,ATS-friendly,"Side Hustler, Data-curious"
R479,22,Bachelor's,Finance,Technology,Backend Developer,"SQL, Medical Writing, React, CSS","SQL, CSS, Finance Modelling, Medical Writing, React",1.6,"Google UX Cert, Google Data Analytics",0,1,57,Finance Modelling,ATS-friendly,"Side Hustler, Data-curious"
R480,25,Master's,Life Sciences,Technology,Data Analyst,"JavaScript, Tailwind","Canva, Tailwind, JavaScript, Canva, SQL",0.8,"None, Google Data Analytics",0,0,73,SQL,ATS-friendly,"Multi-tasker, Side Hustler"
R481,24,Bachelor's,Finance,Finance,Investment Associate,"Figma, Literature Review, HTML","Figma, HTML, JavaScript, Literature Review, SEO",0.7,"Coursera SQL, Google UX Cert",1,0,76,JavaScript,Infographic,"Curious, Side Hustler"
R482,21,Master's,Design,Business,Marketing Analyst,"Google Ads, SEO","Excel, Google Ads, SQL, Canva, SEO",2.3,"Google Data Analytics, Meta Ads",0,0,75,SQL,Minimalist,"Multi-tasker, Trend-savvy"
R483,24,Bachelor's,Life Sciences,Finance,Investment Associate,"Medical Writing, Photoshop, SQL","Medical Writing, Excel, Photoshop, Excel, SQL",1.7,"Google UX Cert, Google Data Analytics",1,0,85,Excel,Minimalist,"Curious, Remote-ready"
R484,26,Master's,Design,Design,Product Designer,"Literature Review, PubMed, Google Ads, Webflow","Webflow, Excel, Google Ads, Literature Review, PubMed",0.7,"Google UX Cert, Google Data Analytics",0,1,64,Excel,Visual,"Remote-ready, Side Hustler"
R485,22,Master's,Design,Finance,Financial Analyst,"Tableau, Excel","Excel, SQL, Tableau, Finance Modelling, Python",1.0,"Coursera SQL, None",1,1,84,SQL,Minimalist,"Side Hustler, Multi-tasker"
R486,21,Master's,Life Sciences,Technology,Frontend Developer,"HTML, CSS, GitHub, React, JavaScript","HTML, CSS, JavaScript, React, Tailwind, GitHub",0.9,"None, Google Data Analytics",0,0,86,Tailwind,Minimalist,"Remote-ready, Fast Learner"
R487,24,Bachelor's,Business,Technology,DevOps Engineer,"Figma, HTML","Figma, SQL, Excel, CSS, HTML",0.7,"Coursera SQL, Google UX Cert",1,1,65,CSS,Visual,"Multi-tasker, Digital Native"
R488,26,Master's,Design,Business,Marketing Analyst,"SEO, SQL, Canva, Excel","Excel, Google Ads, SQL, Canva, SEO",1.7,"Meta Ads, Coursera SQL",0,0,74,Google Ads,Minimalist,"Data-curious, Curious"
R489,25,Master's,Business,Finance,Investment Associate,"JavaScript, Python, Finance Modelling","Excel, Finance Modelling, Webflow, JavaScript, Python",2.5,"None, Google UX Cert",1,0,65,Webflow,Infographic,"Digital Native, Side Hustler"
R490,24,Master's,Finance,Technology,Frontend Developer,"HTML, Tailwind, CSS, React, GitHub, JavaScript","HTML, CSS, JavaScript, React, Tailwind, GitHub",2.7,"Google UX Cert, Coursera SQL",1,1,75,None,Minimalist,"Digital Native, Trend-savvy"
R491,23,Master's,Business,Business,Marketing Analyst,"Google Ads, SEO","Excel, Google Ads, SQL, Canva, SEO",1.4,"None, Meta Ads",1,0,67,SQL,ATS-friendly,"Fast Learner, Multi-tasker"
R492,25,Master's,Business,Design,Visual Designer,"Illustrator, Canva, Webflow","Figma, Photoshop, Illustrator, Webflow, Canva",0.8,"Google UX Cert, Google Data Analytics",0,1,70,Figma,Visual,"Digital Native, Trend-savvy"
R493,23,Bachelor's,Design,Design,Visual Designer,"Webflow, Canva, Photoshop, Figma","Figma, Photoshop, Illustrator, Webflow, Canva",0.8,"Google UX Cert, Meta Ads",1,0,61,Illustrator,Infographic,"Multi-tasker, Side Hustler"
R494,26,Master's,Computer Science,Business,Marketing Analyst,"Google Ads, SQL, Canva, SEO","Excel, Google Ads, SQL, Canva, SEO",2.6,"Google UX Cert, Meta Ads",0,1,81,Excel,Visual,"Remote-ready, Multi-tasker"
R495,21,Bachelor's,Business,Technology,Data Analyst,"Tailwind, Clinical Trials, Webflow, Research, React","React, Clinical Trials, Webflow, Research, Tailwind",1.2,"Google Data Analytics, None",0,1,63,None,Minimalist,"Remote-ready, Multi-tasker"
R496,21,Master's,Computer Science,Business,Business Analyst,"Excel, Excel, SQL","Excel, Clinical Trials, Google Ads, SQL, Excel",1.5,"Meta Ads, None",0,0,61,Clinical Trials,Minimalist,"Remote-ready, Digital Native"
R497,26,Master's,Finance,Finance,Risk Analyst,"Clinical Trials, Tailwind, SQL","Tailwind, Research, CSS, SQL, Clinical Trials",1.6,"Coursera SQL, Google Data Analytics",1,1,54,CSS,Visual,"Data-curious, Curious"
R498,21,Master's,Finance,Design,Product Designer,"Excel, Illustrator, PubMed","Canva, Excel, HTML, PubMed, Illustrator",1.1,"Meta Ads, None",0,0,77,Canva,Infographic,"Trend-savvy, Digital Native"
R499,24,Bachelor's,Business,Technology,Data Analyst,"Photoshop, Illustrator, Python, Literature Review, Excel","Photoshop, Illustrator, Python, Literature Review, Excel",0.6,"Google UX Cert, None",1,0,92,None,Infographic,"Side Hustler, Trend-savvy"
R500,22,Bachelor's,Business,Finance,Investment Associate,"Webflow, Python, Finance Modelling, Illustrator, Tailwind","Python, Tailwind, Webflow, Finance Modelling, Illustrator",2.1,"Google UX Cert, Meta Ads",0,1,71,None,Infographic,"Trend-savvy, Side Hustler"
